obs,time,deployment,average_wave_height,date_string,dcl_controller_timestamp,driver_timestamp,ingestion_timestamp,internal_timestamp,max_wave_height,mean_direction,mean_spectral_period,mean_spread,mean_wave_period,number_zero_crossings,peak_wave_period,port_timestamp,preferred_timestamp,serial_number,significant_period,significant_wave_height,time_string,wave_height_10,wave_height_hmo,wave_period_10,wave_period_tp5,average_wave_height_qc_executed,average_wave_height_qc_results,max_wave_height_qc_executed,max_wave_height_qc_results,significant_wave_height_qc_executed,significant_wave_height_qc_results,significant_period_qc_executed,significant_period_qc_results,wave_height_10_qc_executed,wave_height_10_qc_results,wave_period_10_qc_executed,wave_period_10_qc_results,mean_wave_period_qc_executed,mean_wave_period_qc_results,peak_wave_period_qc_executed,peak_wave_period_qc_results,wave_period_tp5_qc_executed,wave_period_tp5_qc_results,wave_height_hmo_qc_executed,wave_height_hmo_qc_results,mean_direction_qc_executed,mean_direction_qc_results,lat,lon
221,3758860394,8,2.339999914,empty,empty,3758864514,3758864515,3758858303,6.380000114,274.3999939,7.099999905,28.10000038,7.400000095,151,10,3758860394,port_timestamp,6311,8.899999619,3.769999981,empty,4.739999771,4.059999943,9.5,10,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
222,3758863993,8,2.660000086,empty,empty,3758872901,3758872901,3758861903,6.829999924,276.2000122,7.400000095,25.89999962,7.400000095,144,9.100000381,3758863993,port_timestamp,6311,9.199999809,4.239999771,empty,5.440000057,4.409999847,8.600000381,9.199999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
223,3758867593,8,2.450000048,empty,empty,3758872901,3758872901,3758865503,5.449999809,277.6000061,7.699999809,26,7.5,138,10,3758867593,port_timestamp,6311,9.5,3.720000029,empty,4.460000038,3.950000048,9.899999619,10.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
224,3758871194,8,2.299999952,empty,empty,3758879188,3758879188,3758869103,5.860000134,278,7.199999809,24.70000076,7.5,149,9.5,3758871194,port_timestamp,6311,9.100000381,3.700000048,empty,4.860000134,3.940000057,9.600000381,9.399999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
225,3758874796,8,2.109999895,empty,empty,3758879188,3758879188,3758872705,4.309999943,279.2999878,7.300000191,26,7.099999905,146,10,3758874796,port_timestamp,6311,9.100000381,3.160000086,empty,3.789999962,3.400000095,9.600000381,9.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
226,3758878396,8,2.049999952,empty,empty,3758885497,3758885497,3758876304,4.360000134,274.3999939,7.699999809,28.10000038,7.400000095,139,9.5,3758878396,port_timestamp,6311,9.800000191,3.230000019,empty,3.809999943,3.339999914,10.10000038,9.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
227,3758881997,8,1.950000048,empty,empty,3758885497,3758885497,3758879906,5.150000095,276.2999878,7.5,25.79999924,7.599999905,143,9.5,3758881997,port_timestamp,6311,9.699999809,3.140000105,empty,3.920000076,3.289999962,9.899999619,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
228,3758885593,8,1.559999943,empty,empty,3758893901,3758893902,3758883502,4.730000019,272.5,7,30.79999924,6.800000191,154,10,3758885593,port_timestamp,6311,8.899999619,2.430000067,empty,3.019999981,2.680000067,9,10.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
229,3758889195,8,1.720000029,empty,empty,3758893901,3758893902,3758887104,5.21999979,275.5,7.5,28.10000038,7.5,142,10,3758889195,port_timestamp,6311,9.5,2.809999943,empty,3.599999905,2.900000095,9.399999619,10.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
230,3758892795,8,1.889999986,empty,empty,3758900201,3758900203,3758890702,5.150000095,279.7000122,8.199999809,24.10000038,7.800000191,132,9.5,3758892795,port_timestamp,6311,9.800000191,2.940000057,empty,3.75999999,3.049999952,10,9.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
231,3758896400,8,1.559999943,empty,empty,3758900201,3758900203,3758894304,4.150000095,280.2999878,7.5,28.10000038,7.300000191,143,9.5,3758896400,port_timestamp,6311,10.19999981,2.460000038,empty,3.099999905,2.579999924,10,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
232,3758899995,8,1.460000038,empty,empty,3758908576,3758908576,3758897904,3.839999914,276.2000122,6.199999809,34.40000153,6,174,14.30000019,3758899995,port_timestamp,6311,8.5,2.279999971,empty,2.809999943,2.470000029,9.300000191,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
233,3758903598,8,1.429999948,empty,empty,3758908576,3758908576,3758901502,3.940000057,264.6000061,6.199999809,35.20000076,6.099999905,171,14.30000019,3758903598,port_timestamp,6311,8.800000191,2.299999952,empty,2.900000095,2.460000038,10.10000038,12.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
234,3758907195,8,1.590000033,empty,empty,3758914904,3758914904,3758905104,3.809999943,236.5,6,41.40000153,5.800000191,180,14.30000019,3758907195,port_timestamp,6311,8.100000381,2.460000038,empty,3.069999933,2.660000086,8.899999619,13.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
235,3758910800,8,1.529999971,empty,empty,3758914904,3758914904,3758908704,3.670000076,241.1000061,6,40.90000153,5.900000095,178,14.30000019,3758910800,port_timestamp,6311,8,2.359999895,empty,2.869999886,2.569999933,9.300000191,11.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
236,3758914393,8,1.620000005,empty,empty,3758923293,3758923293,3758912302,4.739999771,213.8999939,5.699999809,40.59999847,5.599999905,188,6.5,3758914393,port_timestamp,6311,6.900000095,2.460000038,empty,3.059999943,2.650000095,7.400000095,6.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
237,3758921595,8,1.820000052,empty,empty,3758929595,3758929595,3758919504,4.440000057,222.6000061,6.300000191,37.09999847,6,168,6.699999809,3758921595,port_timestamp,6311,7.699999809,2.75999999,empty,3.349999905,2.890000105,8.100000381,7.900000095,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
238,3758925194,8,1.730000019,empty,empty,3758929595,3758929595,3758923103,4.389999866,219.3000031,6.199999809,35.40000153,6.099999905,175,14.30000019,3758925194,port_timestamp,6311,8,2.660000086,empty,3.289999962,2.890000105,8.800000191,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
239,3758928794,8,1.710000038,empty,empty,3758935879,3758935880,3758926703,3.900000095,220.8999939,6.199999809,40.40000153,6.199999809,173,8,3758928794,port_timestamp,6311,7.800000191,2.690000057,empty,3.339999914,2.859999895,8.300000191,7.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
240,3758932394,8,1.840000033,empty,empty,3758935879,3758935880,3758930303,4.96999979,218.1000061,6.5,40.59999847,6.300000191,165,8.300000191,3758932394,port_timestamp,6311,8.100000381,2.75999999,empty,3.450000048,2.960000038,7.900000095,8.199999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
241,3758935995,8,1.970000029,empty,empty,3758950628,3758950629,3758933903,4.510000229,207.6000061,6.599999905,37.90000153,6.5,162,8.699999809,3758935995,port_timestamp,6311,8.5,3.059999943,empty,3.710000038,3.210000038,8.800000191,8.399999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
242,3758939595,8,1.75,empty,empty,3758950628,3758950629,3758937503,4.28000021,202.8999939,6.699999809,44.09999847,6.599999905,159,9.5,3758939595,port_timestamp,6311,8.399999619,2.75999999,empty,3.319999933,2.920000076,8.399999619,8.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
243,3758943195,8,2.190000057,empty,empty,3758950628,3758950629,3758941102,5.409999847,203.1000061,6.800000191,36.70000076,6.900000095,159,9.100000381,3758943195,port_timestamp,6311,8.199999809,3.480000019,empty,4.25,3.650000095,8.399999619,8.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
244,3758946795,8,2.00999999,empty,empty,3758950628,3758950629,3758944702,5.360000134,197.6000061,6.599999905,39,6.599999905,163,8.699999809,3758946795,port_timestamp,6311,8.399999619,3.200000048,empty,3.960000038,3.400000095,8.600000381,8.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
245,3758950393,8,1.960000038,empty,empty,3758965318,3758965322,3758948302,5.480000019,206.6000061,6.699999809,43.40000153,6.599999905,159,8,3758950393,port_timestamp,6311,8.699999809,3.180000067,empty,4.03000021,3.289999962,8.600000381,8.699999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
246,3758953994,8,2.170000076,empty,empty,3758965318,3758965322,3758951902,4.789999962,198.8000031,7.199999809,39.29999924,6.800000191,148,9.5,3758953994,port_timestamp,6311,8.699999809,3.319999933,empty,3.950000048,3.480000019,9,9.300000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
247,3758957595,8,1.950000048,empty,empty,3758965318,3758965322,3758955502,4.809999943,205.1999969,6.699999809,40.29999924,6.699999809,162,8.300000191,3758957595,port_timestamp,6311,8.699999809,3.109999895,empty,3.970000029,3.25999999,8.699999809,8.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
248,3758961196,8,1.889999986,empty,empty,3758965318,3758965322,3758959104,4.340000153,203.6000061,6.5,43.20000076,6.599999905,166,8.300000191,3758961196,port_timestamp,6311,8.399999619,2.980000019,empty,3.589999914,3.119999886,8.600000381,8.800000191,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
249,3758964795,8,2.039999962,empty,empty,3758973705,3758973705,3758962702,6.119999886,201.1000061,6.900000095,43.59999847,6.900000095,155,9.100000381,3758964795,port_timestamp,6311,8.800000191,3.25999999,empty,4.119999886,3.369999886,8.699999809,8.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
250,3758968394,8,1.799999952,empty,empty,3758973705,3758973705,3758966302,4.880000114,202.8999939,6.5,44.5,6.599999905,164,9.5,3758968394,port_timestamp,6311,8,2.819999933,empty,3.650000095,3.059999943,8.399999619,9.399999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
251,3758971995,8,2.25,empty,empty,3758980017,3758980017,3758969902,6.5,200.8999939,7.300000191,42.70000076,7.199999809,147,10,3758971995,port_timestamp,6311,9,3.470000029,empty,4.380000114,3.660000086,9,9.600000381,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
252,3758975596,8,2.089999914,empty,empty,3758980017,3758980017,3758973503,4.929999828,202.5,7.300000191,44.29999924,7,148,10,3758975596,port_timestamp,6311,9.199999809,3.25999999,empty,4.039999962,3.410000086,9.600000381,9.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
253,3758979196,8,2.140000105,empty,empty,3758986327,3758986329,3758977103,6.5,195.3999939,7.099999905,45.20000076,7.099999905,151,10.5,3758979196,port_timestamp,6311,9.100000381,3.470000029,empty,4.420000076,3.569999933,8.800000191,9.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
254,3758982807,8,2.25,empty,empty,3758986327,3758986329,3758980703,5.449999809,196.6999969,7.5,44.40000153,7.300000191,144,10.5,3758982807,port_timestamp,6311,9.399999619,3.519999981,empty,4.449999809,3.680000067,9.199999809,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
255,3758986394,8,2.319999933,empty,empty,3759001009,3759001009,3758984301,5.090000153,190.1000061,8.100000381,43,7.599999905,131,10.5,3758986394,port_timestamp,6311,9.699999809,3.50999999,empty,4.380000114,3.630000114,9.800000191,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
256,3758989995,8,2.25999999,empty,empty,3759001009,3759001009,3758987901,5.159999847,198.5,7.699999809,46,7.400000095,139,9.100000381,3758989995,port_timestamp,6311,9.600000381,3.349999905,empty,4.099999905,3.609999895,9.800000191,9.199999809,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
257,3758993595,8,2.279999971,empty,empty,3759001009,3759001009,3758991502,5.789999962,200.1999969,8,39.29999924,8.300000191,134,10.5,3758993595,port_timestamp,6311,10.69999981,3.680000067,empty,4.599999905,3.940000057,10.80000019,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
258,3758997195,8,2.150000095,empty,empty,3759001009,3759001009,3758995102,5.230000019,214.6999969,8,40.09999847,8.100000381,134,14.30000019,3758997195,port_timestamp,6311,10.5,3.430000067,empty,4.21999979,3.650000095,11.10000038,12.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
259,3759000795,8,2.410000086,empty,empty,3759009419,3759009419,3758998702,5.21999979,207,8.600000381,42.90000153,8.100000381,124,10.5,3759000795,port_timestamp,6311,10.89999962,3.609999895,empty,4.380000114,3.819999933,10.80000019,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
260,3759007995,8,2.769999981,empty,empty,3759015727,3759015727,3759005901,6.75,207.6000061,9.300000191,40.70000076,8.899999619,116,10,3759007995,port_timestamp,6311,10.89999962,4.21999979,empty,5.130000114,4.409999847,10.5,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
261,3759011596,8,2.470000029,empty,empty,3759015727,3759015727,3759009502,5.639999866,218.3000031,8.699999809,40.59999847,8.800000191,122,9.5,3759011596,port_timestamp,6311,10.5,3.849999905,empty,4.75,4.110000134,10.89999962,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
262,3759015196,8,2.650000095,empty,empty,3759024125,3759024125,3759013102,5.239999771,222.8000031,9.600000381,37.90000153,8.800000191,111,14.30000019,3759015196,port_timestamp,6311,10.89999962,3.880000114,empty,4.550000191,4.039999962,10.10000038,12.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
263,3759018794,8,2.660000086,empty,empty,3759024125,3759024125,3759016700,6.389999866,214,9.100000381,42.90000153,8.800000191,118,10,3759018794,port_timestamp,6311,10.80000019,4.329999924,empty,5.5,4.300000191,10.39999962,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
264,3759022396,8,2.660000086,empty,empty,3759030420,3759030422,3759020302,6.360000134,228.3000031,9.600000381,37.40000153,8.899999619,111,14.30000019,3759022396,port_timestamp,6311,11.19999981,4.099999905,empty,5.119999886,4.159999847,10.60000038,13.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
265,3759025996,8,2.380000114,empty,empty,3759030420,3759030422,3759023903,5.579999924,206,8.399999619,41,8.399999619,126,10,3759025996,port_timestamp,6311,10.69999981,3.809999943,empty,4.630000114,4.039999962,11,10.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
266,3759029595,8,2.230000019,empty,empty,3759036770,3759036770,3759027501,5.340000153,200.8999939,8.600000381,41,8.399999619,124,10,3759029595,port_timestamp,6311,10.39999962,3.599999905,empty,4.579999924,3.660000086,10.19999981,10,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
267,3759033197,8,2.279999971,empty,empty,3759036770,3759036770,3759031101,5.099999905,214,8.600000381,44.5,8.399999619,124,10.5,3759033197,port_timestamp,6311,10.5,3.50999999,empty,4.389999866,3.700000048,10.39999962,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
268,3759036794,8,2.309999943,empty,empty,3759045132,3759045133,3759034701,6.670000076,212.5,8.399999619,43.09999847,8.300000191,128,11.10000038,3759036794,port_timestamp,6311,10.10000038,3.720000029,empty,4.840000153,3.819999933,10,10.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
269,3759040392,8,2.059999943,empty,empty,3759045132,3759045133,3759038299,5.440000057,209.6999969,8.199999809,46.5,8,129,11.10000038,3759040392,port_timestamp,6311,10.10000038,3.24000001,empty,4.130000114,3.430000067,10.39999962,11.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
270,3759043994,8,2.190000057,empty,empty,3759051450,3759051453,3759041901,5.610000134,214.1000061,8.699999809,45,7.900000095,123,10.5,3759043994,port_timestamp,6311,10.80000019,3.410000086,empty,4.28000021,3.549999952,11.30000019,11.30000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
271,3759047595,8,2.140000105,empty,empty,3759051450,3759051453,3759045501,4.940000057,211.8999939,7.900000095,44.40000153,8.100000381,135,11.10000038,3759047595,port_timestamp,6311,10.30000019,3.359999895,empty,4.070000172,3.559999943,10.69999981,11.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
272,3759051196,8,2.25999999,empty,empty,3759059819,3759059819,3759049101,5.880000114,230.5,8.5,44,8.199999809,126,11.10000038,3759051196,port_timestamp,6311,10.89999962,3.519999981,empty,4.340000153,3.690000057,11.39999962,12.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
273,3759054793,8,2.069999933,empty,empty,3759059819,3759059819,3759052699,4.199999809,217.8999939,8.199999809,45.29999924,7.699999809,131,11.10000038,3759054793,port_timestamp,6311,10.5,3.140000105,empty,3.710000038,3.279999971,10.5,11.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
274,3759058396,8,2.019999981,empty,empty,3759066127,3759066127,3759056303,5.260000229,209.5,8.100000381,44.09999847,8.199999809,132,11.10000038,3759058396,port_timestamp,6311,10.39999962,3.319999933,empty,4.190000057,3.410000086,10.39999962,10.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
275,3759061995,8,1.940000057,empty,empty,3759066127,3759066127,3759059902,4.940000057,214.6999969,7.699999809,47.20000076,8,139,10.5,3759061995,port_timestamp,6311,10,3.200000048,empty,4,3.289999962,10.69999981,10.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
276,3759065593,8,2.180000067,empty,empty,3759080827,3759080827,3759063500,5.590000153,225.1999969,8.399999619,45.90000153,8.600000381,127,10.5,3759065593,port_timestamp,6311,10.39999962,3.549999952,empty,4.429999828,3.75999999,10.5,10.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
277,3759069197,8,2.200000048,empty,empty,3759080827,3759080827,3759067102,6.21999979,232.3999939,8.699999809,48.20000076,8.399999619,124,12.5,3759069197,port_timestamp,6311,10.5,3.460000038,empty,4.460000038,3.630000114,10.80000019,12.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
278,3759072795,8,2.430000067,empty,empty,3759080827,3759080827,3759070700,5.860000134,223.6999969,8.800000191,44.20000076,8.600000381,122,10.5,3759072795,port_timestamp,6311,9.699999809,3.779999971,empty,4.78000021,3.920000076,10.10000038,10.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
279,3759076397,8,2.25,empty,empty,3759080827,3759080827,3759074300,5.230000019,223.6999969,8.800000191,42.59999847,8.600000381,122,10.5,3759076397,port_timestamp,6311,10.69999981,3.630000114,empty,4.519999981,3.690000057,10.5,10.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
280,3759079995,8,2,empty,empty,3759087147,3759087147,3759077901,5.190000057,241.1000061,8.5,50.59999847,8.399999619,126,9.100000381,3759079995,port_timestamp,6311,9.800000191,3.059999943,empty,3.690000057,3.210000038,10.30000019,9.899999619,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
281,3759083595,8,1.700000048,empty,empty,3759087147,3759087147,3759081501,4.119999886,253,7.699999809,48.09999847,8,139,11.80000019,3759083595,port_timestamp,6311,9.600000381,2.720000029,empty,3.369999886,2.880000114,10,11,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
282,3759087193,8,1.870000005,empty,empty,3759095564,3759095566,3759085099,4.800000191,234.3999939,8.300000191,45.20000076,8.100000381,129,10,3759087193,port_timestamp,6311,9.699999809,2.930000067,empty,3.730000019,3.019999981,10,10.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
283,3759094395,8,1.659999967,empty,empty,3759110231,3759110232,3759092301,3.519999981,240.8000031,8.800000191,46.40000153,8.399999619,122,11.80000019,3759094395,port_timestamp,6311,10.5,2.569999933,empty,3.119999886,2.630000114,10.80000019,10.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
284,3759097993,8,1.679999948,empty,empty,3759110231,3759110232,3759095899,4.690000057,242.3999939,8.5,46.40000153,8.100000381,126,11.10000038,3759097993,port_timestamp,6311,9.899999619,2.579999924,empty,3.160000086,2.680000067,9.899999619,10.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
285,3759101595,8,1.850000024,empty,empty,3759110231,3759110232,3759099501,4.019999981,222.6999969,8.800000191,46.5,8.600000381,121,9.100000381,3759101595,port_timestamp,6311,10.60000038,2.869999886,empty,3.5,2.920000076,10.19999981,10.60000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
286,3759105195,8,2.059999943,empty,empty,3759110231,3759110232,3759103101,5.010000229,208.1999969,9.399999619,44.59999847,9.100000381,114,13.30000019,3759105195,port_timestamp,6311,10.80000019,3.150000095,empty,3.960000038,3.299999952,10.89999962,13.19999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
287,3759108793,8,2.079999924,empty,empty,3759116566,3759116568,3759106699,5.340000153,198.3999939,8.300000191,46,8.300000191,130,13.30000019,3759108793,port_timestamp,6311,11.30000019,3.410000086,empty,4.21999979,3.49000001,11.19999981,13.10000038,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
288,3759112394,8,2.319999933,empty,empty,3759116566,3759116568,3759110299,7.460000038,195.6999969,8.699999809,40.20000076,8.699999809,123,12.5,3759112394,port_timestamp,6311,11.69999981,3.880000114,empty,5.050000191,3.980000019,11.5,12.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
289,3759115993,8,2.410000086,empty,empty,3759124942,3759124943,3759113899,6.039999962,186.6999969,8.800000191,36.70000076,8.899999619,122,12.5,3759115993,port_timestamp,6311,11.69999981,4.050000191,empty,5.230000019,4.170000076,12.10000038,12.69999981,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
290,3759119594,8,1.950000048,empty,empty,3759124942,3759124943,3759117499,5.840000153,190.1000061,7.199999809,45.29999924,7.199999809,149,12.5,3759119594,port_timestamp,6311,10.39999962,3.200000048,empty,4.070000172,3.420000076,10.80000019,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
291,3759123194,8,2.180000067,empty,empty,3759131260,3759131260,3759121099,4.949999809,168.1000061,7.800000191,43.09999847,7.099999905,137,12.5,3759123194,port_timestamp,6311,10.30000019,3.319999933,empty,3.940000057,3.49000001,10.80000019,11.89999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
292,3759126795,8,2.25,empty,empty,3759131260,3759131260,3759124699,5.309999943,174.6000061,7.699999809,36.70000076,7.5,137,12.5,3759126795,port_timestamp,6311,11.10000038,3.609999895,empty,4.380000114,3.799999952,11.19999981,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
293,3759130393,8,1.980000019,empty,empty,3759137567,3759137570,3759128299,4.610000134,174.6999969,7.400000095,44.09999847,7,145,11.80000019,3759130393,port_timestamp,6311,10.60000038,3.190000057,empty,3.920000076,3.289999962,10.89999962,11.80000019,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
294,3759133995,8,1.929999948,empty,empty,3759137567,3759137570,3759131899,5.21999979,177.3000031,7.5,41.40000153,7.699999809,141,11.80000019,3759133995,port_timestamp,6311,10.69999981,3.049999952,empty,3.930000067,3.339999914,11.60000038,11.5,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
295,3759137595,8,1.909999967,empty,empty,3759145968,3759145968,3759135499,4.480000019,172.6999969,7.900000095,40.20000076,7.599999905,136,12.5,3759137595,port_timestamp,6311,10.69999981,3.130000114,empty,3.980000019,3.210000038,11.19999981,12.39999962,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
296,3759141194,8,1.909999967,empty,empty,3759145968,3759145968,3759139099,4.039999962,174,8.100000381,42.40000153,7.699999809,132,11.80000019,3759141194,port_timestamp,6311,11.5,3.039999962,empty,3.650000095,3.200000048,11.80000019,12,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,46.84905,-124.9775
